OBJECTID,ZONE_DIST,PD_NUM,CD_NUM,CASE_NUMBER,COUNCIL_DATE,COMMON_NAME,LONG_ZONE_DIST,GLOBALID,ORD_NUM,NOTES,RES_NUM,EFFECTIVEDATE,DISTRICTUSE,Shape__Area,Shape__Length
1759,NS(A), ,,,,,NS(A),527e8dd6-6dd4-4f2f-a3c0-0ceef0fc0b32,,,,2012/08/24 05:00:00+00,,19200.947265625,634.097200565386
1760,NS(A), ,,,,,NS(A),8fb0159c-72fb-43a4-bd74-baebc587eb6f,,,,2012/08/24 05:00:00+00,,41096.818359375,817.404721836484
1761,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),955776ca-9e2e-43e3-95ea-7618d48ace6f,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,120597.275390625,1664.58639084883
1762,NO(A), ,,,,,NO(A),2180ee1a-cc50-4b8c-a2c4-369028625a75,,,,2012/08/24 05:00:00+00,,110787.05078125,1507.75276022322
1763,PD,929,,Z134-139,2014/11/12 06:00:00+00,Motor Circle,PD-929,4b3d4903-47e9-40a0-98d7-8615d199f17c,29527,ORDS 29527_IR to PD 929,141945,2014/11/12 06:00:00+00,0,189788.48828125,1838.54735806618
1764,PD,585,,Z090-194,2010/09/22 05:00:00+00,Potter's House Church,PD-585,f50f5e37-9016-49e8-8dfc-1e5640f2fc95,28004,"ORDS_24302, 28004, 29453_Amending PD plans",102428,2014/09/10 05:00:00+00,0,2566688.27636719,8187.86257886105
1765,LO-1, ,,,,,LO-1,4f429ba9-8674-4bd6-9b44-88d21fde21d9,,,,2012/08/24 05:00:00+00,,29885.98046875,900.720967873249
1766,MU-2, ,,Transition,1989/07/18 05:00:00+00,,MU-2,206ee2bb-07df-4a0a-949a-c0b6902fb93c,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,395634.282973588,3925.35088976677
1767,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,ee819f65-91c7-4969-b7f3-8f4ee038205e,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,143362.956054688,1539.38167914785
1768,MU-2, ,,Z090-133,2010/08/18 05:00:00+00,,MU-2,f50aac5b-0eaf-4955-bc13-71b37461142b,27950,MF-2(A) to MU-2+Deed Restrictions,102013,2012/08/24 05:00:00+00,,480428.721679688,2833.49963892574
1769,MU-2, ,,,,,MU-2,06312b04-4c7c-491a-8c07-d5570180eac1,,,,2012/08/24 05:00:00+00,,179482.376953125,1702.4772806464
1770,R-7.5(A), ,,Z223-158,1989/07/18 05:00:00+00,,R-7.5(A),99d0c553-ab10-4c70-a3aa-f71e316a20ba,19455,Zoning Transition to Chapter 51A_R-7.5(A) reduced for NS(A) under Z223-158_CC-6/26/2024,870470,2024/06/26 05:00:00+00,,224764290.897125,254912.242192605
1771,PD,1039,,Z190-255,2020/10/28 05:00:00+00,DART_Cypress Waters Station,PD-1039,8d2957f6-c0f9-4232-aeda-236781306686,31677,ORDS_31677_A(A) to PD 1039,201736,2020/10/28 05:00:00+00,0,293672.802734375,2167.11830117216
1772,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,ccd054f4-f27a-4551-8069-0a86f972b794,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,476198.854492188,4682.33358746011
1773,MF-2(A), ,,,,,MF-2(A),22fa974b-c668-416d-91c4-c5940985c15b,,,,2012/08/24 05:00:00+00,,926881.07421875,4866.5002211152
1774,LO-2, ,,Z112-105,2013/02/13 06:00:00+00,,LO-2,f46edf0f-20f9-4d16-855b-7f12dde03e9e,28919,LO-1 and R-7.5(A) to LO-2,130338,2013/02/13 06:00:00+00,,2795808.53710938,8282.04638982171
1775,PD,745,,Z167-338,2018/02/14 06:00:00+00,Midtown- Embrey,PD-745,bc87a166-4726-4b99-869d-ef85d2836bb2,30780,"ORDS_26372, 27713, 28555-CORR. 29786, 29804, 30540, 30780_PD 745 Amend and Subarea C to D",180301,2018/02/14 06:00:00+00,0,3550070.9375,11639.8802796945
1776,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,b3eb3554-7292-4f5e-86f6-cf1a36b2689f,19455,Zoning Transition to Chapter 51A_CS and MC-1 to IR expansion_per ORD 31133,870470,2019/02/27 06:00:00+00,,8972491.99804688,20068.9345481133
1777,CR, ,,Z223-125,2023/08/23 05:00:00+00,,CR,b5cc79f9-6d79-47de-8f8d-4f1f803f968f,32522,A(A) district (-)/split to CR with Deed Res Z223-125 per ORD 32522,231167,2023/08/23 05:00:00+00,,742224.962890625,5846.84884078386
1778,PD,385,,Z167-317,2017/09/27 05:00:00+00,Ursuline Academy of Dallas_Private School,PD-385,e1430ca3-9875-4e56-b278-a328525805da,30660,"ORDS_21788, 25850-COD, 29010_R-1ac(A) to PD 385 expansion, 29210-51P CORR ORDS, 30660_Amend, new Section 3 legal",171574,2017/09/27 05:00:00+00,1,1181527.78515625,4901.36325437194
1779,PD,905,,Z134-106,2014/02/12 06:00:00+00,6600 Forest Estates,PD-905,484e3408-699d-41f3-8b27-15d8673ddc7b,29265,R-16(A) to PD 905,140321,2014/02/12 06:00:00+00,1,231988.36328125,1941.64320331192
1780,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,7571c96a-2611-44e8-96fb-c41764b29416,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,155879.33984375,1725.45195816444
1781,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,6e2629df-c894-41e6-a8fa-e5cd24ad85d9,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,21174.5576171875,622.612435614712
1782,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,e4cfc7e6-2f4e-4e23-9a29-b67746201b05,19455,Zoning Transition to Chapter 51A_CR district split per ORD 29212,870470,2013/12/11 06:00:00+00,,25256.66015625,637.723266429405
1783,LI, ,,Transition,1989/07/18 05:00:00+00,,LI,dd867027-061e-4092-a70e-8a2a166dd13c,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,8283320.60058594,18775.339427507
1784,R-10(A),,,Transition,1989/07/18 05:00:00+00,,R-10(A),1db14b38-6e1a-41c9-87b2-d51ee6918ba4,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1168495.09765625,6448.17623722697
1785,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),6cc6ca6c-bbd1-4b3b-816c-8f1633e4f903,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,559007.844726562,5792.16564057274
1786,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,7ed70327-af73-4b1f-b263-d36c9eb3f4f7,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,84761.197265625,1392.40504554341
1787,NO(A), ,,Transition,1989/07/18 05:00:00+00,,NO(A),69e0eb4f-acab-40ee-8671-b9c4688c64ca,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,481111.606445312,3168.03606378888
1788,PD,209,,,,,PD-209,1050e625-830c-4c7f-aa84-b29c36143afe,,,,2012/08/24 05:00:00+00,,260887.833007812,2087.36319256147
1789,MU-3,,,,,,MU-3,2ad664a0-9b24-4ef2-ad9f-8f5dffec7042,,,,2012/08/24 05:00:00+00,,388761.142578125,3116.252851051
1790,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,1a2cc5b9-9836-41f4-be59-fc6c2e24c516,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,98516.0751953125,1920.93085850888
1791,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),d1e18d24-55e1-4a59-a06c-a23f0b44132f,19455,Zoning Transition to Chapter 51A_R-5(A) reduced per ORD 29935 for NS(A) with Deed Res,870470,2015/11/10 06:00:00+00,,13371551.1621094,28041.1439619328
1792,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,0719a58c-4573-4597-b0ba-188953f4b31e,19455,Zoning Transition to Chapter 51A_CR reduced to PD 1045 under Z190-352,870470,2021/01/27 06:00:00+00,,1100249.25097656,6448.68904893072
1793,IR, ,,,,,IR,af22cb04-165f-4e2a-9bcb-c66646df50c6,,,,2012/08/24 05:00:00+00,,23031.26953125,640.170232848218
1794,TH-3(A), ,,Z71-248/2479-A,1972/02/21 06:00:00+00,,TH-3(A),55434824-0920-497d-82a5-05c6853eae39,13541,Correction posted in GIS 2/27/2007_rckemp,,2012/08/24 05:00:00+00,,97048.9912109375,1398.22490902416
1795,RR, ,,,2018/02/28 06:00:00+00,,RR,5d908cd4-366a-4068-a180-69ff4bd6098a,,Zoning Transition to Chapter 51A_RR reduced/split 5 parts to MU-2 per ORD 30792,,2018/02/28 06:00:00+00,,132898.704031229,1790.48980315132
1796,PD,451,,Z201-175,2021/05/26 05:00:00+00,DISD_Lake Highlands High School,PD-451,0e2ea40f-2d0a-4cfb-9c4f-160f3f2c56a3,31881,"ORDS_22858, 26042-COD, 26464, 31881_portion of PD 467(-) to PD 451(+)_Amend_new PropDesc as EXHIBIT B ORD 31881",210942,2021/05/26 05:00:00+00,1,278169.30078125,2039.93790758164
1797,R-7.5(A), ,,,,,R-7.5(A),9af0decf-c234-41d1-8e4b-d09c2c62ea19,,,,2012/08/24 05:00:00+00,,1123774.03320312,5689.42092469465
1798,PD,158,,,,,PD-158,0c6fe827-1389-4ab0-8d40-51262f05c4d9,,,,2012/08/24 05:00:00+00,,98183.2587890625,1561.78501593147
1799,LO-1, ,,Transition,1989/07/18 05:00:00+00,,LO-1,d6121aa8-7973-46f7-b7aa-d407009c245c,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,234368.529296875,2784.53120484618
1800,PD,991,,Z167-285,2017/08/09 05:00:00+00,DISD_Davis G Burnet Elementary School,PD-991,3c51976b-9450-49cc-94fe-fe28aca766d7,30586,ORDS_30586_R-10(A) to PD 991,171220,2017/08/09 05:00:00+00,1,537965.510742188,3081.87595637902
1801,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,1998c952-669a-4c30-bdfe-fa2f50a2a6a9,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,629907.963867188,3777.82428809977
1802,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,1f88f133-5220-425a-a0aa-da045e94da6f,19455,Zoning Transition to Chapter 51A_IR district (-)/split per ORD 32772,870470,2024/06/26 05:00:00+00,,991396.171875,5524.82210474974
1803,R-7.5(A), ,,,,,R-7.5(A),b2612de1-de36-4665-bf93-ba0b20f45f49,,,,2012/08/24 05:00:00+00,,282476.576171875,5957.37095275084
1804,MU-3, ,,Z156-319,2016/11/09 06:00:00+00,,MU-3,b24efc0c-27e1-4be4-8563-1dad9b646bca,30267,IR reduced to MU-3 per ORD 30267,161836,2016/11/09 06:00:00+00,,29261.4560546875,795.902053803327
1805,MU-1, ,,,,,MU-1,df8b9751-9bc1-4397-9946-77470f88a387,,,,2012/08/24 05:00:00+00,,2813144.97851562,8862.52564483686
1806,MF-1(A), ,,,,,MF-1(A),5a940203-9657-43b7-acaf-82110cb53742,,,,2012/08/24 05:00:00+00,,441733.60546875,3609.34595973782
1807,PD,144,,,,,PD-144,80d3e107-1ff4-432e-be28-e1749e14c165,,,,2012/08/24 05:00:00+00,,1208325.87890625,4583.46005025835
1808,PD,1035,,Z190-204,2020/09/09 05:00:00+00,Dallas Stemmons Apts,PD-1035,ecf35714-ae5e-419d-8067-7bd69a1b1bdd,31628,ORDS_31628_IR to PD 1035,201352,2020/09/09 05:00:00+00,0,395592.104597807,2482.50743485437
1809,MF-1(A), ,,Transition,1989/07/18 05:00:00+00,,MF-1(A),42813473-4732-48dd-9453-5aa1c87e1fdb,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,329849.404296875,2696.40987580608
1810,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,03c4fcae-ccd4-4a59-bec0-862b91dc6c5c,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,4068529.55175781,9983.41766657239
1811,LI, ,,Transition,1989/07/18 05:00:00+00,,LI,e0598b91-4dd6-4534-9c8f-6e5bdb652a11,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,4302150.18261719,13622.6471599069
1812,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,d2f79e94-fe5d-4ce3-b997-ef231dbd9309,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,321987.416015625,2302.38551274243
1813,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,558ed6fa-1a57-4fa2-a5ba-be86691fa924,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,98283.79296875,1569.23816533034
1814,MU-2(SAH), ,,,,,MU-2(SAH),e6803702-6692-4d5e-8d8a-940dc5cec065,24558,line adjustments,,2012/08/24 05:00:00+00,,928672.096679688,3882.07110868487
1815,CH, ,,Z178-111,2018/02/28 06:00:00+00,,CH,d55e5a76-938e-4d2f-b2e1-063b81154ec9,30794,D(A) and CS to CH per ORD 30794 per PropDesc,180393,2018/02/28 06:00:00+00,,168767.994140625,1638.34269005162
1816,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),c9471db8-0a98-4041-bf1d-0141019de5c2,19455,Zoning Transition to Chapter 51A_R-7.5(A) reduced per ORD 32179 to D(A) with Deed Restrictions,870470,2022/04/13 05:00:00+00,,606168.237304688,4278.39771355919
1817,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,19a358a5-2621-4dda-b11b-05361f8626af,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,859220.724609375,5359.80834336805
1818,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),be06eec7-3a5b-4afb-a23b-c872fbea0928,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,48541.7109375,894.523248953406
1819,TH-3(A), ,,,,,TH-3(A),f0744903-93df-48c0-940a-c7293385d6dc,,,,2012/08/24 05:00:00+00,,83192.5185546875,1153.21803546727
1820,LO-1, ,,Z789-191/963-N,,,LO-1,80cf11e4-6656-4da9-b7e0-a2a9721fd8b6,,,,2012/08/24 05:00:00+00,,176683.821289062,1698.12033168304
1821,RR, ,,Transition,1989/07/18 05:00:00+00,,RR,6573c3f7-0f25-4e0a-ba49-6ce16d0ed3dc,19455,Zoning Transition to Chapter 51A_RR reduced/split 5 parts to MU-2_will merge with 2 exsiting areas per ORD 30792,870470,2018/02/28 06:00:00+00,,77730.9603898525,1132.01985653265
1822,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,def842fd-55d6-40d9-8b0f-12ce166260e7,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,736022.600585938,5902.5176802887
1823,PD,83,,Z156-123,2016/03/23 05:00:00+00,Pilgrim Self Service Storage,PD-83,c4f27410-1d17-421a-a9a7-16612fdf9aa6,30031,"ORDS_14958, 16113, 18368, 25423-COD, 30031_PD 83 amend_Replaced Exhibit A legal",160468,2016/03/23 05:00:00+00,,593706.534179688,3408.0005074089
1824,LI, ,,Z190-275,2020/10/13 05:00:00+00,,LI,d66419a2-d14e-46ef-ba60-615c63c3d04d,31667,A(A)(-) to LI(+) with Deed Restrictions per PropDecs,201577,2020/10/13 05:00:00+00,,881816.018554688,4369.96746532591
1825,PD,100,,Z767-306/4352-N,1978/08/09 05:00:00+00,,PD-100,a342108d-7b61-420b-b935-31828352fc33,15903,"ORDS_10962, 15903, 25423, 25706",782216,2012/08/24 05:00:00+00,,508615.159179688,2860.82002078043
1826,MF-2(A), ,,,,,MF-2(A),bc0d7872-93de-48d5-bc2f-1c536f68fbd6,,,,2012/08/24 05:00:00+00,,786349.741210938,4317.3194158023
1827,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,6807dfea-c354-4d05-a203-94ca5aa40b27,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,74871.61328125,1104.57347162587
1828,R-10(A), ,,Z145-345,2015/12/09 06:00:00+00,,R-10(A),47f450f9-b375-4b22-a914-5dc8fa827967,29956,A(A) reduced to R-10(A) increased per ORD 29956,152251,2015/12/09 06:00:00+00,,3859658.57714844,12227.4096813879
1829,R-10(A), ,,,,,R-10(A),432b7828-6eff-453f-a890-012b10642bb0,,,,2012/08/24 05:00:00+00,,1442091.88671875,6794.58357903864
1830,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),a943c0d2-b48b-48b9-8249-a52f81424d32,19455,Zoning Transition to Chapter 51A_MF-2(A) reduced to PD 954 per ORD 29981,870470,2016/01/13 06:00:00+00,,428245.009765625,3009.61656835686
1831,R-7.5(A), ,,,,,R-7.5(A),033a9f43-ab63-44eb-9251-747f60cb024d,,line adjustments,,2012/08/24 05:00:00+00,,9719162.94433594,19287.8360769263
1832,PD,1033,,Z190-141,2020/04/08 05:00:00+00,DuncanvilleISD_Acton Elemetary School,PD-1033,bb5e7d81-07a5-4a3b-953a-543458844926,31511,R-7.5(A) to 1033 per ORD 31511_Lot 22 BLK 8605,200577,2020/04/08 05:00:00+00,1,476626.669796944,2744.90978852576
1833,PD,320,,,,,PD-320,4d375e0b-1541-49c2-813a-f95eb5f89299,,,,2012/08/24 05:00:00+00,,626405.313476562,3633.79868528533
1834,CS, ,,Z156-234,2017/06/14 05:00:00+00,,CS,800f9776-fc2c-4b47-a3e0-dea3abe6c616,30509,LI to CS with Deed Resstirctions per ORD 30509,170978,2017/06/14 05:00:00+00,,122084.99609375,1416.85698736648
1835,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,84437000-9278-48e7-a448-1f5626a9f790,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,953007.448242188,5211.70498524825
1836,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,22c62996-7aa9-4e78-83bb-9519f9e3684a,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,2104142.43164062,10480.3224574734
1837,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),8eb0462f-4c96-4a84-88bd-2cee08e43824,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,51753.4736328125,909.838354778905
1838,P(A), ,,,,,P(A),9ab5ce0e-eaed-46c1-8c25-5daf28a63cfd,,,,2012/08/24 05:00:00+00,,16004.1865234375,515.918702059655
1839,CR, ,,Z067-203,2015/05/13 05:00:00+00,,CR,dd50ba70-211f-4450-9fb2-544128706e93,29743,Zoning Transition to Chapter 51A_CR reduced/split for new PD 1019 under Z178-355 (31284),150883,2019/08/14 05:00:00+00,,60754.3407249451,1028.13772992513
1840,LO-1, ,,,,,LO-1,2534d398-71a7-4734-b207-86e3fbc795fd,,,,2012/08/24 05:00:00+00,,80316.0625,1505.14503319669
1841,MU-1, ,,Z212-138,2022/04/27 05:00:00+00,,MU-1,08833f86-7835-4636-8743-05ff96c4ace4,32182,CR reduced to MU-1 district under Z212-138,220666,2022/04/27 05:00:00+00,,158838.833007812,1818.04608152142
1842,MF-2(A), ,,,,,MF-2(A),527cfe0c-e0bc-4d4e-8b94-17150d424293,,line adjustments,,2012/08/24 05:00:00+00,,596278.78125,3248.40718790907
1843,IM, ,,Z145-365,2016/01/27 06:00:00+00,,IM,a12b2dc3-9bdd-4dcc-9697-0be880f2840c,29997,IR to IM increased per ORD 29997,160197,2016/01/27 06:00:00+00,,633768.500976562,4223.37476686427
1844,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),e4953032-2798-42f5-8991-b1cd42a686ee,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,121525.951171875,1949.32474079523
1845,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,88eee14f-812b-4b67-b458-da07f243256a,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,824666.94921875,4019.97877437631
1846,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,1dac0bc1-f06f-4bca-934f-fbffe5b39b4e,19455,Zoning Transition to Chapter 51A_IM increased per ORD 30630,870470,2017/09/13 05:00:00+00,,21214100.9472313,42508.5975014274
1847,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,4b31e43c-301d-4927-90d3-f2a9250ec464,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,23014.9169921875,649.363436451239
1848,PD,1109,,Z223-114,2023/11/08 06:00:00+00,2500 Cedar Springs Road,PD-1109,dc2e5b93-c396-49a9-bc2e-df338adee4aa,32600,"ORDS_32600_PD 193 (GR)(-), PD 9(-) and D overlay removed to new PD 1109_per PropDesc",231596,2023/11/08 06:00:00+00,0,228603.814453125,2064.74984295359
1849,PD,287,,Z123-319,2013/10/08 05:00:00+00,Dallas Arboretum and Botanical Gardens,PD-287,a4d2cf0c-d3e4-4b44-838f-87d058c0ad59,29170,"ORDS_19904, 19944, 24289, 24811, 26215, 28270, 29170_Amend PD_new Dev Plan TR 6a",131782,2013/10/08 05:00:00+00,2,3266843.55078125,9979.96875094598
1850,MF-1(A), ,,,,,MF-1(A),8c2e527f-94a4-44b9-a2fd-d6f91a522f1b,,,,2012/08/24 05:00:00+00,,141070.623046875,1901.70040100427
1851,R-7.5(A), ,,,,,R-7.5(A),ea492d8f-f1da-4925-8281-8d7ad73d511d,,MF-2(A) to R-7.5(A)_ Z023-194_9/10/2003_ORD 25364_line adjust,,2012/08/24 05:00:00+00,,2823994.92871094,8987.20412901914
1852,R-1ac(A), ,,,,,R-1ac(A),5ed11a35-40cd-4a3e-8704-0219d260728d,,,,2012/08/24 05:00:00+00,,122081.93359375,1415.44523413051
1853,R-1ac(A), ,,,,,R-1ac(A),0e0eeda6-9831-45a7-a450-d75457a8d8f4,,,,2012/08/24 05:00:00+00,,61313.2724609375,1219.2653729446
1854,TH-2(A), ,,Transition ,1989/07/18 05:00:00+00,,TH-2(A),6bd44d68-694f-4fa8-968e-73107619c6fe,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,525834.21875,3048.24568456724
1855,R-16(A), ,,,,,R-16(A),93f1c59c-7f0e-49c7-8122-8ad7e9ceb1b4,,,,2012/08/24 05:00:00+00,,196495.270507812,1992.64156813147
1856,MF-1(A), ,,Z70-241/2121-A,,,MF-1(A),7d7bd6d3-37a5-4354-a80a-03da554b343c,,,,2012/08/24 05:00:00+00,,469082.98828125,3939.26509195879
1857,MF-2(A)(SAH), ,,,,,MF-2(A)(SAH),b73e36da-4390-4e89-8938-93ae0164fd88,,,,2012/08/24 05:00:00+00,,533151.233398438,2981.90115704022
1858,R-5(A), ,,,,,R-5(A),5cde1453-cac2-4cb1-a80f-cb0e926b880b,,,,2012/08/24 05:00:00+00,,439724.186523438,3748.37598399375
1859,R-7.5(A), ,,,,,R-7.5(A),02147d4a-3b74-4308-8827-300415c36ba3,,,,2012/08/24 05:00:00+00,,1125137.02050781,4852.89562089471
1860,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,fa6db322-c47f-49ee-b5fd-6ad20174e30d,19455,Zoning Transition to Chapter 51A_CR to CS with Deed Res per ORD 29758,870470,2015/06/10 05:00:00+00,,1306656.234375,6456.34250182351
1861,PD,120,,,,,PD-120,db4990d1-a980-4a63-bcca-2a03b9fd13cc,,,,2012/08/24 05:00:00+00,,2236272.34082031,6915.21076881675
1862,MU-1, ,,Z089-157,2009/05/27 05:00:00+00,,MU-1,646a4fd5-1f14-431d-8d0a-72715db26154,27545,IR to MU-1,091353,2012/08/24 05:00:00+00,,18800.9375,601.733005721251
1863,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),47141c9a-3d45-4839-8e7a-c24440fc0bad,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,252301.696289062,2332.51807133269
1864,CR, ,,Z223-149,2023/08/23 05:00:00+00,,CR,3ccf4c08-15bd-4c9d-b33c-7ba4d1a9be00,32525,LO-3 and CS to CR with Deed Res per PropDesc on tract land in BLK 3/791,231170,2023/08/23 05:00:00+00,,6322.3056640625,353.402253065993
1865,MU-3, ,,,,,MU-3,3b30c9b2-d8a9-422e-ae9f-244430afaa02,,,,2012/08/24 05:00:00+00,,44327.44140625,909.470734943886
1866,MU-1, ,,Z056-210/12711,2007/02/14 06:00:00+00,,MU-1,797377cb-65b5-44bf-b5fd-0beb95688287,26573,Reposted to GIS system 1/7/2008 for zoning district MU-1,070507,2012/08/24 05:00:00+00,,43310.6552734375,858.00620659175
1867,MC-3, ,,Z912-225/6389-N,,,MC-3,e2f6e05a-9c16-4049-8d59-a558e2781cb7,,"Zoning Transition to Chapter 51A_ORDS_19455, res for DR, 32184_MC-3(-) to MF-3(A) per ORD 32184",,2022/04/27 05:00:00+00,,109003.06640625,1414.1380832254
1868,PD,997,,Z167-365,2017/12/13 06:00:00+00,Baylor University School of Nursing Academic Bldg,PD-997,dde5b8b5-2cee-4ab4-b454-349b0ebc0af7,30722,MU-3 to PD 997,171922,2017/12/13 06:00:00+00,0,113096.892578125,1389.94546394542
1869,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),cd9276c8-3b4e-4be3-b07e-ce09c9ac86fb,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,589082.801757812,4182.40957659882
1870,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,951eba0c-645a-4a12-b4c8-8c8d9a36567a,19455,Zoning Transition to Chapter 51A_CR increased per rezoning of portion of R-7.5(A) to CR with Deed Res per ORD 30922,870470,2018/06/27 05:00:00+00,,1710189.17480469,9920.14782739292
1871,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),0d401268-4de6-4c0d-935f-f4fb35395321,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,4903911.17382812,12541.5399614494
1872,MU-2, ,,Z156-344(OTH),2017/08/09 05:00:00+00,,MU-2,7d4a6b67-59c4-4c86-a140-9d846f3183da,30569,"R-7.5(A), MF-2(A), & LO-1 to MU-2",171204,2017/08/09 05:00:00+00,,2135506.22155285,7978.10133533652
1873,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,36edf1ee-3686-4f41-8543-d2f8dc1188da,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,163506.098632812,1781.75291690651
1874,R-10(A), ,,,,,R-10(A),1e61fdbe-86aa-4d8d-9455-ab48ae4e809c,,,,2012/08/24 05:00:00+00,,1145702.86816406,5060.67667134533
1875,IM,,,Transition,1989/07/18 05:00:00+00,,IM,665f52be-b060-42a4-bcd9-dc2c21cb4522,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1074435.8359375,6764.46931420409
1876,PD,156,,,,,PD-156,5c1aa4a9-841c-454d-9062-de478074baad,,,,2012/08/24 05:00:00+00,,418372.490234375,3528.20078748881
1877,MF-2(A),,,Transition,1989/07/18 05:00:00+00,,MF-2(A),752ddde6-65e6-41a6-9398-b62b2a3ce196,19455,Zoning Transition to Chapter 51A_CR to MF-2(A) increased uper Z189-280 (191613),870470,2019/05/22 05:00:00+00,,1777651.49414062,6865.14611312316
1878,MC-4, ,,Transition,1989/07/18 05:00:00+00,,MC-4,78d4a9ee-22ba-4684-a961-652089c09328,19455,Zoning Transition to Chapter 51A,870470,2012/06/23 05:00:00+00,,199816.7838341,2411.07244455074
1879,MC-3, ,,,,,MC-3,b0eb2382-f72c-41a7-954d-44e2e35293d7,,,,2012/08/24 05:00:00+00,,104673.891601562,1646.09300769963
1880,CS, ,,Z956-154/9998-NE,1996/04/10 05:00:00+00,,CS,78398c5c-790f-4582-aa26-2db4bd969d52,22723,CR to CS + Deed Restrictions,961377,2012/08/24 05:00:00+00,,48394.810546875,979.951467139226
